customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,cluster,segment,segment_description
CUST_01304,81,4,3231.28,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01305,108,13,11198.36,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01306,2,5,2833.31,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01307,43,7,5374.38,3,1,2,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01308,98,12,12405.67,1,4,5,10,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01309,56,13,11630.89,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01310,90,10,5394.92,1,3,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01311,52,8,6611.0599999999995,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01312,109,10,6259.13,1,3,2,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01313,2,14,14315.43,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01314,19,14,13360.14,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01315,68,7,5487.889999999999,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01316,91,12,7139.82,1,4,3,8,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01317,16,8,6238.07,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01318,16,14,9206.62,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01319,13,15,10028.02,4,5,4,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01320,17,14,10078.9,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01321,65,4,4182.3099999999995,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01322,21,9,6488.93,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01323,146,8,7747.57,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01324,23,14,8374.92,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01325,49,13,9357.53,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01326,49,3,1478.24,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01327,10,7,3904.33,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01328,12,8,5231.42,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01329,109,8,5481.26,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01330,26,13,8514.9,3,5,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01331,10,13,10402.4,5,5,5,15,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01332,7,9,5422.06,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01333,40,12,7189.23,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01334,45,9,8634.93,2,2,4,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01335,70,13,8370.14,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01336,16,9,9334.68,4,2,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01337,196,6,3057.7799999999997,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01338,93,19,12331.5,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01339,12,10,6289.099999999999,4,3,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01340,4,17,12698.35,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01341,36,11,8566.21,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01342,143,8,8046.95,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01343,25,12,13768.3,4,4,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01344,50,5,3213.17,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01345,50,9,5714.72,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01346,4,6,4704.6900000000005,5,1,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01347,48,12,8290.71,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01348,3,11,12656.07,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01349,13,13,6834.01,4,5,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01350,1,8,5214.13,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01351,41,10,8333.9,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01352,323,9,6827.46,1,2,3,6,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_01353,112,8,5778.53,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01354,84,16,15756.779999999999,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01355,76,8,5435.66,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01356,167,9,7331.7300000000005,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01357,32,10,8846.79,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01358,32,11,8156.93,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01359,5,17,14872.32,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01360,58,8,8934.92,2,2,4,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01361,28,6,7445.7699999999995,3,1,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01362,23,8,4683.52,4,2,1,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01363,19,2,1548.19,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01364,31,8,5112.08,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01365,58,14,8987.130000000001,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01366,248,6,6958.82,1,1,3,5,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_01367,28,7,4247.88,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01368,96,10,7291.01,1,3,3,7,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01369,103,8,5998.8,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01370,125,8,5431.54,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01371,87,6,2215.61,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01372,41,12,8480.23,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01373,44,9,7338.16,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01374,2,11,10768.810000000001,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01375,23,12,8502.43,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01376,127,4,2594.74,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01377,69,6,5500.9,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01378,121,11,7527.52,1,4,3,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01379,16,11,8924.45,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01380,29,13,12333.11,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01381,285,10,9024.78,1,3,4,8,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_01382,59,12,10481.44,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01383,42,17,14824.95,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01384,190,9,11103.05,1,2,5,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01385,7,9,6132.01,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01386,60,13,10175.21,2,5,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01387,41,10,8750.97,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01388,12,7,6599.27,4,1,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01389,35,9,7364.07,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01390,5,12,10853.33,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01391,135,11,7737.23,1,4,3,8,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01392,16,15,10077.9,4,5,4,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01393,35,8,4064.81,3,2,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01394,5,15,8847.8,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01395,20,9,10127.300000000001,4,2,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01396,6,13,10437.57,5,5,5,15,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01397,38,9,7791.45,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01398,72,8,3614.5699999999997,2,2,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01399,4,14,9223.41,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01400,3,9,4863.63,5,2,1,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01401,9,9,6064.5,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01402,37,13,10424.58,3,5,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01403,38,13,12029.27,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01404,58,12,9715.65,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01405,53,8,5283.34,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01406,10,10,7213.41,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01407,97,12,11986.42,1,4,5,10,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01408,32,12,10959.95,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01409,26,12,7001.62,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01410,72,8,8354.21,2,2,4,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01411,107,5,2459.43,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01412,30,17,10310.9,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01413,4,14,8938.31,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01414,19,9,7460.39,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01415,30,9,3816.69,3,2,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01416,63,13,9804.130000000001,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01417,30,7,3396.11,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01418,2,9,7510.58,5,2,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01419,4,12,7972.62,5,4,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01420,14,13,7464.8,4,5,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01421,16,12,8939.51,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01422,50,10,7708.33,2,3,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01423,93,7,5489.27,1,1,2,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01424,192,6,3582.43,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01425,173,12,11623.27,1,4,5,10,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01426,143,7,2982.77,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01427,22,13,7299.25,4,5,3,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01428,1,7,5907.74,5,1,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01429,15,6,3170.88,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01430,138,10,5771.47,1,3,2,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01431,33,8,5688.6900000000005,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01432,21,16,15000.86,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01433,13,12,13660.82,4,4,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01434,178,7,8667.48,1,1,4,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01435,4,10,5837.13,5,3,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01436,54,10,4953.63,2,3,1,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01437,41,10,6692.76,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01438,6,18,16880.64,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01439,39,14,11240.78,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01440,16,8,3321.71,4,2,1,7,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01441,164,11,8842.09,1,4,4,9,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01442,59,10,5838.5,2,3,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01443,26,12,11142.61,3,4,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01444,21,12,8801.81,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01445,39,12,7593.53,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01446,21,11,9236.109999999999,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01447,45,11,7326.65,2,4,3,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01448,2,13,11616.01,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01449,132,4,4676.29,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01450,82,12,11289.99,1,4,5,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01451,2,22,15663.44,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01452,43,6,2697.21,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01453,23,7,6756.4,4,1,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01454,143,6,6056.3,1,1,2,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01455,20,12,8721.62,4,4,4,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01456,7,12,10338.57,5,4,5,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01457,77,12,10922.65,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01458,5,14,8534.06,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01459,69,12,8889.78,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01460,171,9,7208.48,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01461,49,13,10861.44,2,5,5,12,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01462,37,3,1711.5,3,1,1,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01463,85,13,10546.36,1,5,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01464,32,17,13720.71,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01465,16,15,9192.69,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01466,126,8,5989.7,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01467,18,8,6395.17,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01468,20,8,7400.2,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01469,142,9,6475.34,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01470,79,6,3374.65,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01471,15,9,8169.42,4,2,4,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01472,24,12,7053.16,4,4,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01473,100,12,12425.69,1,4,5,10,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01474,46,14,8998.269999999999,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01475,29,10,8665.12,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01476,7,16,12000.86,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01477,125,13,7567.34,1,5,3,9,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01478,212,3,3595.79,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_01479,38,10,9447.24,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01480,37,11,6673.22,3,4,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01481,188,8,6825.41,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01482,47,8,6250.3,2,2,2,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01483,167,10,7517.29,1,3,3,7,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01484,153,9,2539.01,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01485,21,10,6467.17,4,3,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01486,20,11,5856.47,4,4,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01487,28,6,5412.64,3,1,2,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01488,12,10,8003.64,4,3,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01489,38,13,6806.7,3,5,3,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01490,38,9,10100.76,3,2,5,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01491,24,6,1658.3500000000001,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01492,88,8,6349.88,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01493,19,10,4792.02,4,3,1,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01494,112,6,3920.15,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01495,66,12,5798.91,2,4,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01496,39,9,8061.05,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01497,48,12,7697.06,2,4,3,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01498,137,13,11998.25,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01499,60,11,8689.59,2,4,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01500,48,6,4885.03,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01501,39,11,6901.29,3,4,3,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01502,25,7,4023.45,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01503,94,14,11749.76,1,5,5,11,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01504,206,4,4707.78,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_01505,1,8,3393.5499999999997,5,2,1,8,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01506,45,12,10369.02,2,4,5,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01507,8,15,10790.98,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01508,166,4,5649.469999999999,1,1,2,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01509,22,7,3690.1400000000003,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01510,12,8,7745.24,4,2,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01511,25,11,11476.79,4,4,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01512,15,6,3611.48,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01513,29,9,7094.04,3,2,3,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01514,9,11,8787.18,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01515,14,8,5727.37,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01516,13,14,9970.68,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01517,18,3,2792.0299999999997,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01518,25,7,2535.52,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01519,16,7,6195.49,4,1,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01520,112,8,4452.0,1,2,1,4,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01521,38,8,4532.99,3,2,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01522,25,16,13299.71,4,5,5,14,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01523,3,15,11383.93,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01524,8,11,9352.529999999999,5,4,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01525,52,6,6288.530000000001,2,1,2,5,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01526,7,14,12185.43,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01527,3,13,8315.02,5,5,4,14,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01528,39,11,7835.780000000001,3,4,3,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01529,4,10,4393.96,5,3,1,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01530,4,10,7710.55,5,3,3,11,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01531,170,9,6142.38,1,2,2,5,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01532,10,16,13766.400000000001,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01533,44,11,9183.48,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01534,45,9,7105.04,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01535,21,12,11379.07,4,4,5,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01536,25,5,2253.6,4,1,1,6,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01537,23,9,8417.66,4,2,4,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01538,35,11,8592.97,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01539,38,10,7518.89,3,3,3,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01540,1,13,7203.59,5,5,3,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01541,7,16,14239.45,5,5,5,15,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01542,15,15,8874.64,4,5,4,13,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01543,8,10,5729.91,5,3,2,10,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01544,104,7,4580.16,1,1,1,3,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01545,80,6,2535.62,2,1,1,4,3,Hibernating,"Low R, F, M scores. May be slipping away."
CUST_01546,345,3,865.69,1,1,1,3,1,Lost,Lowest scores. Attempt win-back campaigns.
CUST_01547,205,6,4895.26,1,1,1,3,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01548,32,12,9412.66,3,4,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01549,57,13,8521.15,2,5,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01550,45,9,6951.97,2,2,3,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01551,40,14,13852.9,3,5,5,13,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01552,72,9,9315.73,2,2,4,8,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01553,2,9,6427.85,5,2,2,9,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01554,50,16,12047.54,2,5,5,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01555,31,9,6504.74,3,2,2,7,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01556,27,15,10056.5,3,5,4,12,4,Champions,"Bought recently, buy often, spend the most. Reward them."
CUST_01557,155,8,7711.7699999999995,1,2,3,6,0,At Risk,Above-average customers who haven't bought recently. Reactivate urgently.
CUST_01558,12,10,8798.08,4,3,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01559,16,10,9115.029999999999,4,3,4,11,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01560,80,9,10805.56,2,2,5,9,5,Loyal Customers,Buy regularly. Offer loyalty programs.
CUST_01561,21,9,5728.43,4,2,2,8,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01562,86,9,7317.55,1,2,3,6,2,Potential Loyalists,Recent customers with decent frequency. Nurture with offers.
CUST_01563,32,10,8579.3,3,3,4,10,5,Loyal Customers,Buy regularly. Offer loyalty programs.
